,type_carburant,aspiration,nombre_portes,type_carrosserie,roues_motrices,emplacement_moteur,empattement,longueur_voiture,largeur_voiture,hauteur_voiture,poids_vide,type_moteur,nombre_cylindres,taille_moteur,systeme_carburant,alesage,course,taux_compression,puissance,trmin_max,consommation_ville,consommation_autoroute,prix,marque,modele
94,essence,standard,2,berline,traction avant,avant,240.0,420.0,162.0,138.0,1,Arbre à cames en tête,4,1590,2 barils simple corps,80,3.0,9.0,69,5200,0.0,0.0,6204.0,nissan,leaf
95,essence,standard,2,à hayon,traction avant,avant,240.0,421.0,162.0,135.0,1,Arbre à cames en tête,4,1590,2 barils simple corps,80,3.0,9.0,69,5200,0.0,0.0,6629.0,nissan,juke
96,essence,standard,4,berline,traction avant,avant,240.0,420.0,162.0,138.0,1,Arbre à cames en tête,4,1590,2 barils simple corps,80,3.0,9.0,69,5200,0.0,0.0,6374.0,nissan,latio
97,essence,standard,4,break,traction avant,avant,240.0,432.0,162.0,136.0,1,Arbre à cames en tête,4,1590,2 barils simple corps,80,3.0,9.0,69,5200,0.0,0.0,6799.0,nissan,note
98,essence,standard,2,coupé,traction avant,avant,242.0,412.0,162.0,135.0,1,Arbre à cames en tête,4,1590,2 barils simple corps,80,3.0,9.0,69,5200,0.0,0.0,7012.0,nissan,clipper
99,essence,standard,4,à hayon,traction avant,avant,247.0,440.0,166.0,139.0,1,Arbre à cames en tête,4,1966,2 barils simple corps,85,3.0,8.0,97,5200,0.0,0.0,7607.0,nissan,rogue
100,essence,standard,4,berline,traction avant,avant,247.0,440.0,166.0,139.0,1,Arbre à cames en tête,4,1966,2 barils simple corps,85,3.0,8.0,97,5200,0.0,0.0,8117.0,nissan,nv200
101,essence,standard,4,berline,traction avant,avant,255.0,462.0,169.0,140.0,1,Arbre à cames en tête avec soupapes en V,6,2966,Injection de carburant multipoint,87,3.0,9.0,152,5200,0.0,0.0,11474.0,nissan,dayz
102,essence,standard,4,break,traction avant,avant,255.0,469.0,169.0,142.0,1,Arbre à cames en tête avec soupapes en V,6,2966,Injection de carburant multipoint,87,3.0,9.0,152,5200,0.0,0.0,12239.0,nissan,fuga
103,essence,standard,4,berline,traction avant,avant,255.0,469.0,169.0,140.0,1,Arbre à cames en tête avec soupapes en V,6,2966,Injection de carburant multipoint,87,3.0,9.0,152,5200,0.0,0.0,11474.0,nissan,otti
104,essence,standard,2,à hayon,traction arrière,avant,232.0,434.0,172.0,126.0,1,Arbre à cames en tête avec soupapes en V,6,2966,Injection de carburant multipoint,87,3.0,9.0,160,5200,0.0,0.0,14619.0,nissan,teana
105,essence,turbocharged,2,à hayon,traction arrière,avant,232.0,434.0,172.0,126.0,1,Arbre à cames en tête avec soupapes en V,6,2966,Injection de carburant multipoint,87,3.0,8.0,200,5200,0.0,0.0,16744.0,nissan,kicks
106,essence,standard,2,à hayon,traction arrière,avant,252.0,453.0,172.0,126.0,1,Arbre à cames en tête avec soupapes en V,6,2966,Injection de carburant multipoint,87,3.0,9.0,160,5200,0.0,0.0,15639.0,nissan,clipper
107,essence,standard,4,berline,traction arrière,avant,274.0,474.0,174.0,144.0,1,En ligne,4,1966,Injection de carburant multipoint,88,3.0,8.0,97,5000,0.0,0.0,10115.0,peugeot,504
108,diesel,turbocharged,4,berline,traction arrière,avant,274.0,474.0,174.0,144.0,1,En ligne,4,2491,Injection directe indirecte,94,4.0,21.0,95,4150,0.0,0.0,11220.0,peugeot,304
109,essence,standard,4,break,traction arrière,avant,290.0,505.0,174.0,149.0,1,En ligne,4,1966,Injection de carburant multipoint,88,3.0,8.0,97,5000,0.0,0.0,10574.0,peugeot,504 (sw)
110,diesel,turbocharged,4,break,traction arrière,avant,290.0,505.0,174.0,149.0,2,En ligne,4,2491,Injection directe indirecte,94,4.0,21.0,95,4150,0.0,0.0,11781.0,peugeot,504
111,essence,standard,4,berline,traction arrière,avant,274.0,474.0,174.0,144.0,1,En ligne,4,1966,Injection de carburant multipoint,88,2.0,8.0,95,5000,0.0,0.0,13243.0,peugeot,504
112,diesel,turbocharged,4,berline,traction arrière,avant,274.0,474.0,174.0,144.0,1,En ligne,4,2491,Injection directe indirecte,94,4.0,21.0,95,4150,0.0,0.0,14365.0,peugeot,604sl
113,essence,standard,4,break,traction arrière,avant,290.0,505.0,174.0,144.0,1,En ligne,4,1966,Injection de carburant multipoint,88,2.0,8.0,95,5000,0.0,0.0,14191.0,peugeot,504
114,diesel,turbocharged,4,break,traction arrière,avant,290.0,505.0,174.0,149.0,2,En ligne,4,2491,Injection directe indirecte,94,4.0,21.0,95,4150,0.0,0.0,14514.0,peugeot,505s turbo diesel
115,essence,standard,4,berline,traction arrière,avant,274.0,474.0,174.0,144.0,1,En ligne,4,1966,Injection de carburant multipoint,88,3.0,8.0,97,5000,0.0,0.0,14136.0,peugeot,504
116,diesel,turbocharged,4,berline,traction arrière,avant,274.0,474.0,174.0,144.0,1,En ligne,4,2491,Injection directe indirecte,94,4.0,21.0,95,4150,0.0,0.0,15258.0,peugeot,504
117,essence,turbocharged,4,berline,traction arrière,avant,274.0,474.0,173.0,142.0,1,En ligne,4,2196,Injection de carburant multipoint,92,3.0,7.0,142,5600,0.0,0.0,15428.0,peugeot,604sl
118,essence,standard,2,à hayon,traction avant,avant,238.0,400.0,162.0,129.0,1,Arbre à cames en tête,4,1475,2 barils simple corps,75,3.0,9.0,68,5500,0.0,0.0,4736.0,plymouth,fury iii
119,essence,turbocharged,2,à hayon,traction avant,avant,238.0,400.0,162.0,129.0,1,Arbre à cames en tête,4,1606,Injection de carburant monopoint,77,3.0,8.0,102,5500,0.0,0.0,6763.0,plymouth,cricket
120,essence,standard,4,à hayon,traction avant,avant,238.0,400.0,162.0,129.0,1,Arbre à cames en tête,4,1475,2 barils simple corps,75,3.0,9.0,68,5500,0.0,0.0,5295.0,plymouth,fury iii
121,essence,standard,4,berline,traction avant,avant,238.0,425.0,162.0,129.0,1,Arbre à cames en tête,4,1475,2 barils simple corps,75,3.0,9.0,68,5500,0.0,0.0,5688.0,plymouth,satellite custom (sw)
122,essence,standard,4,berline,traction avant,avant,238.0,425.0,162.0,129.0,1,Arbre à cames en tête,4,1606,2 barils simple corps,75,3.0,9.0,68,5500,0.0,0.0,6468.0,plymouth,fury gran sedan
123,essence,standard,4,break,traction avant,avant,262.0,443.0,164.0,152.0,1,Arbre à cames en tête,4,1999,2 barils simple corps,85,3.0,8.0,88,5000,0.0,0.0,7583.0,plymouth,valiant
124,essence,turbocharged,2,à hayon,traction arrière,avant,244.0,440.0,168.0,128.0,1,Arbre à cames en tête,4,2556,Injection de carburant monopoint,91,4.0,7.0,145,5000,0.0,0.0,10849.0,plymouth,duster
125,essence,standard,2,à hayon,traction arrière,avant,240.0,429.0,173.0,128.0,1,Arbre à cames en tête,4,2474,Injection de carburant multipoint,100,3.0,10.0,143,5500,0.0,0.0,18715.0,porsche,macan
126,essence,standard,2,coupé,traction arrière,arrière,227.0,429.0,165.0,131.0,1,Arbre à cames en tête avec soupapes en F,6,3179,Injection de carburant multipoint,95,3.0,10.0,207,5900,0.0,0.0,27649.0,porsche,panamera
127,essence,standard,2,coupé,traction arrière,arrière,227.0,429.0,165.0,131.0,1,Arbre à cames en tête avec soupapes en F,6,3179,Injection de carburant multipoint,95,3.0,10.0,207,5900,0.0,0.0,28924.0,porsche,cayenne
128,essence,standard,2,décapotable,traction arrière,arrière,227.0,429.0,165.0,131.0,1,Arbre à cames en tête avec soupapes en F,6,3179,Injection de carburant multipoint,95,3.0,10.0,207,5900,0.0,0.0,31474.0,porsche,boxter
129,essence,standard,2,à hayon,traction arrière,avant,250.0,446.0,184.0,128.0,2,Double arbre à cames en tête avec soupapes en V,8,3327,Injection de carburant multipoint,100,3.0,10.0,288,5750,0.0,0.0,26690.0,porsche,cayenne
